No,Classification,Name of Cultural Heritage,Korean,Address,,,,,,,
3576,Natural Monument,"Gwanbangjerim Forest, Damyang",담양 관방제림 ( 潭陽 官防堤林 ),Jeollanam-do Damyang-gun,,,,,,,
3577,Natural Monument,"Songak of Samin-ri, Gochang",고창 삼인리 송악 ( 高敞 三仁里 송악 ),Jeollabuk-do Gochang-gun,,,,,,,
3578,Natural Monument,Sapsari Dog of Gyeongsan,경산의 삽살개 ( 慶山의 삽살개 ),Gyeongsangbuk-do Gyeongsan-si,,,,,,,
3579,Natural Monument,"Natural Habitat of White Forsythias, Buan",부안 미선나무 자생지 ( 扶安 尾扇나무 自生地 ),Jeollabuk-do Buan-gun,,,,,,,
3580,Natural Monument,"Population of Golden Rain Trees and Black Jetbeads in Balsan-ri, Pohang",포항 발산리 모감주나무와 병아리꽃나무 군락 ( 浦項 發山里 妙敢株나무와 병아리꽃나무 群落 ),Gyeongsangbuk-do Pohang-si,,,,,,,
3581,Natural Monument,"Natural Habitat of Gaeneusam, Yanggu",양구 개느삼 자생지 ( 楊口 개느삼 自生地 ),Gangwon-do Yanggu-gun,,,,,,,
3582,Natural Monument,"Dinosaur Tracksite in Jeo-ri, Uiseong",의성 제오리 공룡발자국 화석산지 ( 義城 提梧里 恐龍발자국 化石産地 ),Gyeongsangbuk-do Uiseong-gun,,,,,,,
3583,Natural Monument,"Forest of Japanese Torreyas in Pyeongdae-ri, Jeju",제주 평대리 비자나무 숲 ( 濟州 坪岱里 비자나무 숲 ),Jeju-do Jeju-si,,,,,,,
3584,Natural Monument,"Subtropical Forest of Nabeup-ri, Jeju",제주 납읍리 난대림 ( 濟州 納邑里 暖帶林 ),Jeju-do Jeju-si,,,,,,,
3585,Natural Monument,"Rock Wall Plant Zone in Sanbangsan Mountain, Jeju",제주 산방산 암벽식물지대 ( 濟州 山房山 岩壁植物地帶 ),Jeju-do Seogwipo-si,,,,,,,
3586,Natural Monument,"Evergreen Forest of Andeokgyegok Valley, Jeju",제주 안덕계곡 상록수림 ( 濟州 安德溪谷 常綠樹林 ),Jeju-do Seogwipo-si,,,,,,,
3587,Natural Monument,"Subtropical Forest Around Cheonjeyeon Falls, Jeju",제주 천제연 난대림 ( 濟州 天帝淵 暖帶林 ),Jeju-do Seogwipo-si,,,,,,,
3588,Natural Monument,"Subtropical Forest Around Cheonjiyeon Falls, Jeju",제주 천지연 난대림 ( 濟州 天池淵 暖帶林 ),Jeju-do Seogwipo-si,,,,,,,
3589,Natural Monument,"Population of Fortunes Creeping Spindles in Maisan Mountain, Jinan",진안 마이산 줄사철나무 군락 ( 鎭安 馬耳山 줄사철나무 群落 ),Jeollabuk-do Jinan-gun,,,,,,,
3590,Natural Monument,"Ballyongsong Pine Tree in Dorip-ri, Icheon",이천 도립리 반룡송 ( 利川 道立里 蟠龍松 ),Gyeonggi-do Icheon-si,,,,,,,
3591,Natural Monument,"Saw-leaf Zelkova of Oga-ri, Goesan",괴산 오가리 느티나무 ( 槐山 五佳里 느티나무 ),Chungcheongbuk-do Goesan-gun,,,,,,,
3592,Natural Monument,"Pine Tree of Jeokseok-ri, Goesan",괴산 적석리 소나무 ( 槐山 積石里 소나무 ),Chungcheongbuk-do Goesan-gun,,,,,,,
3593,Natural Monument,"Dangcheomuldonggul Lava Tube, Jeju",제주 당처물동굴 ( 濟州 당처물洞窟 ),Jeju-do Jeju-si,,,,,,,
3594,Natural Monument,"Ginkgo Tree of Seongdong-ri, Gangjin",강진 성동리 은행나무 ( 康津 城東里 銀杏나무 ),Jeollanam-do Gangjin-gun,,,,,,,
3595,Natural Monument,"Chinese Pear of Eunsusa Temple, Jinan",진안 은수사 청실배나무 ( 鎭安 銀水寺 청실배나무 ),Jeollabuk-do Jinan-gun,,,,,,,
3596,Natural Monument,"Population of Serrateleaf Pearlbushes in Deokcheon-ri, Imsil",임실 덕천리 가침박달 군락 ( 任實 德川里 가침박달 群落 ),Jeollabuk-do Imsil-gun,,,,,,,
3597,Natural Monument,"Population of Sangaenari in Deokcheon-ri, Imsil",임실 덕천리 산개나리 군락 ( 任實 德川里 산개나리 群落 ),Jeollabuk-do Imsil-gun,,,,,,,
3598,Natural Monument,"Breeding Ground of Black-tailed Gulls, Chinese Egrets, and Black-faced Spoonbills on Chilsando Island, Yeonggwang",영광 칠산도 괭이갈매기·노랑부리백로·저어새 번식지 ( 靈光 七山島 괭이갈매기·노랑부리白鷺·저어새 繁殖地 ),Jeollanam-do Yeonggwang-gun,,,,,,,
3599,Natural Monument,"Cretaceous Fluvial Deposits in Yusu-ri, Jinju",진주 유수리 백악기 하성퇴적층 ( 晋州 柳樹里 白堊紀 河成堆積層 ),Gyeongsangnam-do Jinju-si,,,,,,,
3600,Natural Monument,"Sand Beach at Sagot Cape on Baengnyeongdo Island, Ongjin",옹진 백령도 사곶 사빈 ( 甕津 白翎島 사곶 砂濱 ),Incheon Ongjin-gun,,,,,,,
3601,Natural Monument,"Kongdol Pebble Beach in Nampo-ri, Baengnyeongdo Island, Ongjin",옹진 백령도 남포리 콩돌해안 ( 甕津 白翎島 南浦里 콩돌海岸 ),Incheon Ongjin-gun,,,,,,,
3602,Natural Monument,"Peridotite Xenolith-Bearing Basalt in Jinchon-ri, Baengnyeongdo Island, Ongjin",옹진 백령도 진촌리 맨틀포획암 분포지 ( 甕津 白翎島 鎭村里 맨틀捕獲巖 分布地 ),Incheon Ongjin-gun,,,,,,,
3603,Natural Monument,"Tracksite of Dinosaurs, Pterosaurs, and Birds in Uhang-ri, Haenam",해남 우항리 공룡·익룡·새발자국 화석산지 ( 海南 右項里 恐龍·翼龍·새발자국 化石産地 ),Jeollanam-do Haenam-gun,,,,,,,
3604,Natural Monument,"Tracksite of Birds and Dinosaurs in Gajin-ri, Jinju",진주 가진리 새발자국과 공룡발자국 화석산지 ( 晉州 嘉津里 새발자국과 恐龍발자국 化石産地 ),Gyeongsangnam-do Jinju-si,,,,,,,
3605,Natural Monument,"Saw-leaf Zelkova of Bongdeok-ri, Jangsu",장수 봉덕리 느티나무 ( 長水 鳳德里 느티나무 ),Jeollabuk-do Jangsu-gun,,,,,,,
3606,Natural Monument,"Uiamsong Pine Tree in Jangsu-ri, Jangsu",장수 장수리 의암송 ( 長水 長水里 義巖松 ),Jeollabuk-do Jangsu-gun,,,,,,,
3607,Natural Monument,"Chinese Walnut of Gwangdeoksa Temple, Cheonan",천안 광덕사 호두나무 ( 天安 廣德寺 호두나무 ),Chungcheongnam-do Cheonan-si,,,,,,,
3608,Natural Monument,"Manjisong Pine Tree in Dapgok-ri, Yeongyang",영양 답곡리 만지송 ( 英陽 畓谷里 萬枝松 ),Gyeongsangbuk-do Yeongyang-gun,,,,,,,
3609,Natural Monument,"Hwangmokgeun (Japanese Hackberry) in Geumnam-ri, Yecheon",예천 금남리 황목근(팽나무) ( 醴泉 琴南里 黃木根(팽나무) ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
3610,Natural Monument,"Chinese Catawba of Hongwon-ri, Cheongsong",청송 홍원리 개오동나무 ( 靑松 紅源里 개오동나무 ),Gyeongsangbuk-do Cheongsong-gun,,,,,,,
3611,Natural Monument,"Ginkgo Tree of Jeokcheonsa Temple, Cheongdo",청도 적천사 은행나무 ( 淸道 磧川寺 銀杏나무 ),Gyeongsangbuk-do Cheongdo-gun,,,,,,,
3612,Natural Monument,"Seongbaksup Forest in Gyeongsan-ri, Seongju",성주 경산리 성밖숲 ( 星州 京山里 城밖숲 ),Gyeongsangbuk-do Seongju-gun,,,,,,,
3613,Natural Monument,"Orijangnim Forest in Jacheon-ri, Yeongcheon",영천 자천리 오리장림 ( 永川 慈川里 五里長林 ),Gyeongsangbuk-do Yeongcheon-si,,,,,,,
3614,Natural Monument,"Garosup Forest in Sachon-ri, Uiseong",의성 사촌리 가로숲 ( 義城 沙村里 街路숲 ),Gyeongsangbuk-do Uiseong-gun,,,,,,,
3615,Natural Monument,"Ginkgo Tree of Ungok-ri, Hamyang",함양 운곡리 은행나무 ( 咸陽 雲谷里 銀杏나무 ),Gyeongsangnam-do Hamyang-gun,,,,,,,
3616,Natural Monument,"Saw-leaf Zelkova of Haksaru Pavilion, Hamyang",함양 학사루 느티나무 ( 咸陽 學士樓 느티나무 ),Gyeongsangnam-do Hamyang-gun,,,,,,,
3617,Natural Monument,"Sand Pear of Ssangjeon-ri, Uljin",울진 쌍전리 산돌배나무 ( 蔚珍 雙田里 산돌배나무 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
3618,Natural Monument,"Weeping Pine Tree of Haenggok-ri, Uljin",울진 행곡리 처진소나무 ( 蔚珍 杏谷里 처진소나무 ),Gyeongsangbuk-do Uljin-gun,,,,,,,
3619,Natural Monument,"Dangsong Pine Tree in Dangsan-ri, Geochang",거창 당산리 당송 ( 居昌 棠山里 棠松 ),Gyeongsangnam-do Geochang-gun,,,,,,,
3620,Natural Monument,"Tracksite of Dinosaurs and Birds in Deongmyeong-ri, Goseong",고성 덕명리 공룡발자국과 새발자국 화석산지 ( 固城 德明里 恐龍발자국과 새발자국 化石産地 ),Gyeongsangnam-do Goseong-gun,,,,,,,
3621,Natural Monument,"Habitat of Water Spiders in Eundae-ri, Yeoncheon",연천 은대리 물거미 서식지 ( 漣川 隱垈里 물거미 棲息地 ),Gyeonggi-do Yeoncheon-gun,,,,,,,
3622,Natural Monument,"Mudcracks and Stromatolites in Mungok-ri, Yeongwol",영월 문곡리 건열구조 및 스트로마톨라이트 ( 寧越 文谷里 乾裂構造 및 스트로마톨라이트 ),Gangwon-do Yeongwol-gun,,,,,,,
3623,Natural Monument,"Dinosaur Egg Site in Gojeong-ri, Hwaseong",화성 고정리 공룡알 화석산지 ( 華城 古井里 恐龍알 化石産地 ),Gyeonggi-do Hwaseong-si,,,,,,,
3624,Natural Monument,"Columnar Joint in Daljeon-ri, Pohang",포항 달전리 주상절리 ( 浦項 達田里 柱狀節理 ),Gyeongsangbuk-do Pohang-si,,,,,,,
3625,Natural Monument,"Ordovician Fossil Site in Jangseong, Taebaek",태백 장성 오르도비스기 화석산지 ( 太白 長省 오르도비스紀 化石産地 ),Gangwon-do Taebaek-si,,,,,,,
3626,Natural Monument,"Ordovician Deposits and Topography of Stream Erosion of Gumunso, Taebaek",태백 구문소 오르도비스기 지층과 제4기 하식지형 ( 太白 求門沼 오르도비스紀 地層과 第四紀 河蝕地形 ),Gangwon-do Taebaek-si,,,,,,,
3627,Natural Monument,"Dinosaur Egg Site in Bibong-ri, Boseong",보성 비봉리 공룡알 화석산지 ( 寶城 飛鳳里 恐龍알 化石産地 ),Jeollanam-do Boseong-gun,,,,,,,
3628,Natural Monument,"Tidal Flat and Breeding Ground of Black-faced Spoonbills, Gwanghwa",강화 갯벌 및 저어새 번식지 ( 江華 갯벌 및 저어새 繁殖地 ),Incheon Ganghwa-gun,,,,,,,
3629,Natural Monument,Seongsan Ilchulbong Tuff Cone Natural Reserve,성산일출봉 천연보호구역 ( 城山日出峰 天然保護區域 ),Jeju-do Seogwipo-si,,,,,,,
3630,Natural Monument,Munseom and Beomseom Islands Natural Reserve,문섬·범섬 천연보호구역 ( 문섬·범섬 天然保護區域 ),Jeju-do Seogwipo-si,,,,,,,
3631,Natural Monument,Chagwido Island Natural Reserve,차귀도 천연보호구역 ( 遮歸島 天然保護區域 ),Jeju-do Jeju-si,,,,,,,
3632,Natural Monument,Marado Island Natural Reserve,마라도 천연보호구역 ( 馬羅島 天然保護區域 ),Jeju-do Seogwipo-si,,,,,,,
3633,Natural Monument,Cheonnyeonsong Pine Tree in Jirisan Mountain,지리산 천년송 ( 智異山 千年松 ),Jeollabuk-do Namwon-si,,,,,,,
3634,Natural Monument,"Pine Tree of Daeha-ri, Mungyeong",문경 대하리 소나무 ( 聞慶 大下里 소나무 ),Gyeongsangbuk-do Mungyeong-si,,,,,,,
3635,Natural Monument,"Chinese Juniper of Yangnyeong-ri, Cheonan",천안 양령리 향나무 ( 天安 兩令里 香나무 ),Chungcheongnam-do Cheonan-si,,,,,,,
3636,Natural Monument,"Population of Golden Rain Trees in Daemun-ri, Wando",완도 대문리 모감주나무 군락 ( 莞島 大文里 妙敢株나무 群落 ),Jeollanam-do Wando-gun,,,,,,,
3637,Natural Monument,"Population of Cacti in Wollyeong-ri, Jeju",제주 월령리 선인장 군락 ( 濟州 月令里 仙人掌 群落 ),Jeju-do Jeju-si,,,,,,,
3638,Natural Monument,"Suseongsong Pine Tree in Seongnae-ri, Haenam",해남 성내리 수성송 ( 海南 城內里 守城松 ),Jeollanam-do Haenam-gun,,,,,,,
3639,Natural Monument,"Coastal Dune in Sindu-ri, Taean",태안 신두리 해안사구 ( 泰安 薪斗里 海岸砂丘 ),Chungcheongnam-do Taean-gun,,,,,,,
3640,Natural Monument,"Natural Habitat of Smoothlip Cymbidiums in Sanghyo-dong, Jeju",제주 상효동 한란 자생지 ( 濟州 上孝洞 寒蘭 自生地 ),Jeju-do Seogwipo-si,,,,,,,
3641,Natural Monument,"Spreading Yew on Duwibong Peak, Jeongseon",정선 두위봉 주목 ( 旌善 斗圍峰 주목 ),Gangwon-do Jeongseon-gun,,,,,,,
3642,Natural Monument,"Dinosaur Tracksite in Nangdo-ri, Yeosu",여수 낭도리 공룡발자국 화석산지 ( 麗水 狼島里 恐龍발자국 化石産地 ),Jeollanam-do Yeosu-si,,,,,,,
3643,Natural Monument,"Block Stream in Biseulsan Mountain, Dalseong",달성 비슬산 암괴류 ( 達城 琵瑟山 岩塊流 ),Daegu Dalseong-gun,,,,,,,
3644,Natural Monument,Basalt Gorge Along Daegyocheon Stream of Hantangang River,한탄강 대교천 현무암 협곡 ( 漢灘江 大橋川 玄武岩 峽谷 ),Gyeonggi-do Pocheon-si,,,,,,,
3645,Natural Monument,"Marine Terrace in Jeongdongjin, Gangneung",강릉 정동진 해안단구 ( 江陵 正東津 海岸段丘 ),Gangwon-do Gangneung-si,,,,,,,
3646,Natural Monument,"Rhodolith Beach on Udo Island, Jeju",제주 우도 홍조단괴 해빈 ( 濟州 牛島 紅藻團塊 海濱 ),Jeju-do Jeju-si,,,,,,,
3647,Natural Monument,"Hornitos on Biyangdo Island, Jeju",제주 비양도 호니토 ( 濟州 飛楊島 호니토 ),Jeju-do Jeju-si,,,,,,,
3648,Natural Monument,"Karst of Baekbongnyeong Pass, Jeongseon",정선 백복령 카르스트지대 ( 旌善 白茯嶺 카르스트地帶 ),Gangwon-do Jeongseon-gun,,,,,,,
3649,Natural Monument,"Black Pine of Susan-ri, Jeju",제주 수산리 곰솔 ( 濟州 水山里 곰솔 ),Jeju-do Jeju-si,,,,,,,
3650,Natural Monument,Population of Soft Corals Along the Coast of Jeju,제주연안 연산호 군락 ( 濟州沿岸 軟珊瑚 群落 ),Jeju-do Seogwipo-si,,,,,,,
3651,Natural Monument,"Columnar Joint Along Jungmun and Daepo Coasts, Jeju",제주 중문·대포해안 주상절리대 ( 濟州 中文·大浦海岸 柱狀節理帶 ),Jeju-do Seogwipo-si,,,,,,,
3652,Natural Monument,"Geomunoreum Volcanic Cone in Seonheul-ri, Jeju",제주 선흘리 거문오름 ( 濟州 善屹里 거문오름 ),Jeju-do Jeju-si,,,,,,,
3653,Natural Monument,Pine Forest of Hadong,하동 송림 ( 河東 松林 ),Gyeongsangnam-do Hadong-gun,,,,,,,
3654,Natural Monument,Watercock (Gallicrex cinerea),뜸부기,etc.,,,,,,,
3655,Natural Monument,Lesser Cuckoo (Cuculus poliocephalus),두견 ( 杜鵑 ),etc.,,,,,,,
3656,Natural Monument,Scaly-side Merganser (Mergus squamatus),호사비오리,etc. ,,,,,,,
3657,Natural Monument,Greater Painted Snipe (Rostratula benghalensis),호사도요,etc.,,,,,,,
3658,Natural Monument,Crested Murrelet (Synthliboramphus wumizusume),뿔쇠오리,etc.,,,,,,,
3659,Natural Monument,Common Crane (Grus gyus),검은목두루미,etc.,,,,,,,
3660,Natural Monument,Korean Orange Whiskered Bat (Myotis formosus tsuensis),붉은박쥐(오렌지윗수염박쥐),etc. ,,,,,,,
3661,Natural Monument,Reeves’ Turtle (Chinemys reevesii),남생이,etc. ,,,,,,,
3662,Natural Monument,Miho Spine Loach (Cobitis choii),미호종개,etc. ,,,,,,,
3663,Natural Monument,Korean Stumpy Bullhead (Pseudobagrus brevicorpus),꼬치동자개,etc. ,,,,,,,
3664,Natural Monument,White Coral (Antipathes japonica),해송 ( 海松 ),etc. ,,,,,,,
3665,Natural Monument,Black Coral (Antipathes lata),긴가지해송 ( 긴가지海松 ),etc. ,,,,,,,
3666,Natural Monument,Sangulttuk Nabi (Hippoarchia autonoe),산굴뚝나비,etc. ,,,,,,,
3667,Natural Monument,"Korean Box Tree of Yeongneung Royal Tomb, Yeoju",여주 효종대왕릉(영릉) 회양목 ( 驪州 孝宗大王陵(寧陵) 淮陽木 ),Gyeonggi-do Yeoju-si,,,,,,,
3668,Natural Monument,"Bubusong Pine Trees in Jikdu-ri, Pocheon",포천 직두리 부부송 ( 抱川 稷頭里 夫婦松 ),Gyeonggi-do Pocheon-si,,,,,,,
3669,Natural Monument,"Population of Cork Oaks in Sangye-ri, Gangneung",강릉 산계리 굴참나무 군 ( 江陵 山溪里 굴참나무 群 ),Gangwon-do Gangneung-si,,,,,,,
3670,Natural Monument,Population of Royal Azaleas in Gajisan Mountain,가지산 철쭉나무 군락 ( 加智山 철쭉나무 群落 ),Ulsan Ulju-gun,,,,,,,
3671,Natural Monument,"Forest of Maple Trees at Munsusa Temple, Gochang",고창 문수사 단풍나무 숲 ( 高敞 文殊寺 단풍나무 숲 ),Jeollabuk-do Gochang-gun,,,,,,,
3672,Natural Monument,"Tracksite of Humans and Animals, Jeju",제주 사람발자국과 동물발자국 화석산지 ( 濟州 사람발자국과 동물발자국 化石産地 ),Jeju-do Seogwipo-si,,,,,,,
3673,Natural Monument,Columnar Joint in Mudeungsan Mountain,무등산 주상절리대 ( 無等山 柱狀節理臺 ),Gwangju Dong-gu,,,,,,,
3674,Natural Monument,"Yongcheondonggul Lava Tube, Jeju",제주 용천동굴 ( 濟州 龍泉洞窟 ),Jeju-do Jeju-si,,,,,,,
3675,Natural Monument,"Susandonggul Lava Tube, Jeju",제주 수산동굴 ( 濟州 水山洞窟 ),Jeju-do Seogwipo-si,,,,,,,
3676,Natural Monument,"Bukcheonsu Grove in Buksong-ri, Pohang",포항 북송리 북천수 ( 浦項 北松里 北川藪 ),Gyeongsangbuk-do Pohang-si,,,,,,,
3677,Natural Monument,"Pine Forest of Geumdangsil, Yecheon",예천 금당실 송림 ( 醴泉 金塘室 松林 ),Gyeongsangbuk-do Yecheon-gun,,,,,,,
3678,Natural Monument,"Ash Tree of Jeongok-ri, Hwaseong",화성 전곡리 물푸레나무 ( 華城 前谷里 물푸레나무 ),Gyeonggi-do Hwaseong-si,,,,,,,
3679,Natural Monument,White Mulberry of Changdeokgung Palace,창덕궁 뽕나무 ( 昌德宮 뽕나무 ),Seoul Jongno-gu,,,,,,,
3680,Natural Monument,Population of Pagoda Trees in Changdeokgung Palace,창덕궁 회화나무 군 ( 昌德宮 회화나무 群 ),Seoul Jongno-gu,,,,,,,
3681,Natural Monument,"Pinewoods of Mansongjeong Pavilion in Hahoe Village, Andong",안동 하회마을 만송정 숲 ( 安東 河回마을 萬松亭 숲 ),Gyeongsangbuk-do Andong-si,,,,,,,
3682,Natural Monument,"Dinosaur Fossil Site on Aduseom Island, Sacheon",사천 아두섬 공룡 화석산지 ( 泗川 鵝頭섬 恐龍 化石産地 ),Gyeongsangnam-do Sacheon-si,,,,,,,
3683,Natural Monument,"Cretaceous Sedimentary Structure near Gyeseungsa Temple, Goseong",고성 계승사 백악기 퇴적구조 ( 固城 桂承寺 白堊紀 堆積構造 ),Gyeongsangnam-do Goseong-gun,,,,,,,
3684,Natural Monument,"Forest of David Hemiptelea and Dwarf Elms in Jusagol Valley, Yeongyang",영양 주사골 시무나무와 비술나무 숲 ( 英陽 做士골 시무나무와 비술나무 숲 ),Gyeongsangbuk-do Yeongyang-gun,,,,,,,
3685,Natural Monument,"Cretaceous Fossil Site on Jangguseom Island in Jungpyeong-ri, Hadong",하동 중평리 장구섬 백악기 화석산지 ( 河東 仲坪里 장구섬 白堊紀 化石産地 ),Gyeongsangnam-do Hadong-gun,,,,,,,
3686,Natural Monument,"Saw-leaf Zelkova of Danjeon-ri, Jangseong",장성 단전리 느티나무 ( 長城 丹田里 느티나무 ),Jeollanam-do Jangseong-gun,,,,,,,
3687,Natural Monument,"Korean Dendropanax of Jeongja-ri, Wando",완도 정자리 황칠나무 ( 莞島 亭子里 黃漆나무 ),Jeollanam-do Wando-gun,,,,,,,
3688,Natural Monument,"Forest of Japanese Hackberries in Jeonil-ri, Boseong",보성 전일리 팽나무 숲 ( 寶城 全日里 팽나무 숲 ),Jeollanam-do Boseong-gun,,,,,,,
3689,Natural Monument,"Machilus of Samsan-ri, Jangheung",장흥 삼산리 후박나무 ( 長興 三山里 厚朴나무 ),Jeollanam-do Jangheung-gun,,,,,,,
3690,Natural Monument,"Ginkgo Tree of Bongan-ri, Damyang",담양 봉안리 은행나무 ( 潭陽 鳳安里 銀杏나무 ),Jeollanam-do Damyang-gun,,,,,,,
3691,Natural Monument,"Forest of Japanese Torreyas at Gaecheonsa Temple, Hwasun",화순 개천사 비자나무 숲 ( 和順 開天寺 비자나무 숲 ),Jeollanam-do Hwasun-gun,,,,,,,
3692,Natural Monument,"Yulgongmae Plum of Ojukheon House, Gangneung",강릉 오죽헌 율곡매 ( 江陵 烏竹軒 栗谷梅 ),Gangwon-do Gangneung-si,,,,,,,
3693,Natural Monument,"Hwaeommae Plum of Hwaeomsa Temple,Gurye",구례 화엄사 화엄매 ( 求禮 華嚴寺 華嚴梅 ),Jeollanam-do Gurye-gun,,,,,,,
3694,Natural Monument,"Gobulmae Plum of Baegyangsa Temple, Jangseong",장성 백양사 고불매 ( 長城 白羊寺 古佛梅 ),Jeollanam-do Jangseong-gun,,,,,,,
3695,Natural Monument,"Dinosaur Tracksite in Seoyu-ri, Hwasun",화순 서유리 공룡발자국 화석산지 ( 和順 西酉里 恐龍발자국 化石産地 ),Jeollanam-do Hwasun-gun,,,,,,,
3696,Natural Monument,"Seonammae Plum of Seonamsa Temple, Suncheon",순천 선암사 선암매 ( 順天 仙岩寺 仙巖梅 ),Jeollanam-do Suncheon-si,,,,,,,
3697,Natural Monument,"Forest of Common Camellias at Ongnyongsa Temple Site, Gwangyang",광양 옥룡사 동백나무 숲 ( 光陽 玉龍寺 冬柏나무 숲 ),Jeollanam-do Gwangyang-si,,,,,,,
3698,Natural Monument,"Bengdwigul Lava Tube in Seonheul-ri, Jeju",제주 선흘리 벵뒤굴 ( 濟州 善屹里 벵뒤窟 ),Jeju-do Jeju-si,,,,,,,
3699,Natural Monument,"Munamsong Pine Tree in Chukji-ri, Hadong",하동 축지리 문암송 ( 河東 丑只里 文岩松 ),Gyeongsangnam-do Hadong-gun,,,,,,,
3700,Natural Monument,"Persimmon Tree of Baekgok-ri, Uiryeong",의령 백곡리 감나무 ( 宜寧 白谷里 감나무 ),Gyeongsangnam-do Uiryeong-gun,,,,,,,
3701,Natural Monument,"Hyeongosu (Saw-leaf Zelkova) in Segan-ri, Uiryeong",의령 세간리 현고수(느티나무) ( 宜寧 世干里 懸鼓樹(느티나무) ),Gyeongsangnam-do Uiryeong-gun,,,,,,,
3702,Natural Monument,"Japanese Hackberry of Sudong-ri, Gochang",고창 수동리 팽나무 ( 高敞 水東里 팽나무 ),Jeollabuk-do Gochang-gun,,,,,,,
